id,job_title,company_name,location,industry,job_type,min_salary,max_salary,salary_midpoint,salary_bracket,experience_min,experience_max,experience_range,skill_count,skills,date_posted,source,anomaly_flag,dedup_hash,scraped_at
980,Junior Full Stack Developer,Hazen Technologies,Karachi,Information Technology,Remote,125725.0,139136.0,132430.5,Mid,6,7,1,4,"SQL, Docker, Linux, Deep Learning",2026-03-10,indeed.com.pk,0,0688bdf9fa7f857013431b44ba993582,2026-03-11 21:00:00
981,Mid React Developer,Arbisoft,Lahore,Information Technology,Full-time,151249.0,174258.0,162753.5,Mid,3,5,2,5,"SQL, JavaScript, React, Node.js, Vue",2026-03-26,rozee.pk,0,169f970aac53e3aa8e94180b36e9a47a,2026-03-27 05:00:00
982,Junior Quality Assurance Engineer,Softech Worldwide,Lahore,Information Technology,Remote,83986.0,118514.0,101250.0,Junior,1,3,2,6,"Python, Django, Data Science, PostgreSQL, CI/CD, FastAPI",2026-02-15,rozee.pk,0,1799e71e53e2f997b6c23ee93ec0795f,2026-02-16 08:00:00
983,Senior Game Developer,Retailo Technologies,Lahore,Game Development,Full-time,5000.0,15000.0,10000.0,Entry,5,8,3,7,"AWS, Linux, NLP, DevOps, Flutter, Generative AI, Terraform",2026-02-20,rozee.pk,1,82387d50a6ee02cb46b6278391b49a9e,2026-02-20 03:00:00
984,Senior NLP Engineer,Bazaar Technologies,Faisalabad,AI & Data Science,Remote,,,,,6,7,1,10,"Python, SQL, JavaScript, Machine Learning, AWS, Git, Data Science, Deep Learning, Kubernetes, Keras",2026-03-20,rozee.pk,0,c7c90e1ebf50796952a9cb1e50a56263,2026-03-21 21:00:00
985,Mid Mobile App Developer,Engro Polymers IT,Lahore,Information Technology,Remote,130966.0,141674.0,136320.0,Mid,3,4,1,6,"SQL, JavaScript, React, Docker, Data Science, Keras",2026-01-22,rozee.pk,0,572e257779c4cf15808b5b74002b9ac4,2026-01-22 14:00:00
986,Mid IT Support Engineer,Telenor Pakistan,Karachi,Information Technology,Remote,76192.0,93115.0,84653.5,Junior,2,3,1,7,"Python, React, AWS, Docker, PostgreSQL, Deep Learning, Kubernetes",2026-03-09,rozee.pk,0,a698c020e465ac7e9bc6d50fbbd58083,2026-03-10 05:00:00
987,Senior Database Administrator,Folio3 Software,Remote,Information Technology,Full-time,,,,,5,9,4,4,"Python, JavaScript, Machine Learning, Pandas",2026-03-12,rozee.pk,0,af0ac682d2447ead93f2183e183db154,2026-03-12 16:00:00
988,Mid NLP Engineer,Telenor Pakistan,Karachi,AI & Data Science,Contract,,,,,5,7,2,10,"Python, SQL, React, Machine Learning, Data Science, TensorFlow, Kubernetes, FastAPI, Pandas, Generative AI",2026-03-17,rozee.pk,0,60a554f7ee5d1dbe85130d1b5653088b,2026-03-18 23:00:00
989,Junior Data Engineer,Bazaar Technologies,Karachi,AI & Data Science,Full-time,142386.0,165580.0,153983.0,Mid,4,8,4,6,"Python, Machine Learning, Linux, DevOps, NumPy, BERT",2026-01-28,rozee.pk,0,d85191cb2d00dfbecf272f21dd9f8c3a,2026-01-28 08:00:00
990,Senior Blockchain Developer,Daraz Pakistan,Lahore,Information Technology,Full-time,296364.0,313165.0,304764.5,Senior,3,7,4,7,"Python, SQL, Machine Learning, PHP, Linux, TensorFlow, FastAPI",2026-01-20,rozee.pk,0,073d9c4ff35560cea46be560c217decd,2026-01-21 00:00:00
991,Senior Frontend Developer,Tag Innovation,Lahore,Information Technology,Remote,184316.0,204714.0,194515.0,Mid,5,7,2,5,"SQL, Machine Learning, Linux, Deep Learning, R",2026-03-11,indeed.com.pk,0,bf76e519cb3bde6a84167704e5b4df7c,2026-03-11 22:00:00
992,Senior Data Analyst,Meezan Bank IT,Multiple,Information Technology,Full-time,,,,,2,3,1,3,"Machine Learning, Docker, R",2026-03-11,indeed.com.pk,0,bf343614fb3d108096a2a5a0310a69e9,2026-03-12 22:00:00
993,Mid IT Support Engineer,UBL Payments,Lahore,Information Technology,Full-time,53525.0,86170.0,69847.5,Junior,1,5,4,3,"JavaScript, AWS, Kubernetes",2026-02-14,rozee.pk,0,9621c89ffc5a5fcbaa4884100a1e9e39,2026-02-15 20:00:00
994,Junior Cloud Engineer,Telenor Pakistan,Islamabad,Information Technology,Full-time,,,,,3,4,1,9,"SQL, Node.js, Git, Django, Data Science, TensorFlow, GCP, Scikit-learn, Terraform",2026-02-11,indeed.com.pk,0,edaa392af9ae126a49daf2269f36ceaa,2026-02-11 18:00:00
995,Senior Machine Learning Engineer,Bykea Tech,Lahore,AI & Data Science,Full-time,317374.0,339649.0,328511.5,Senior,4,5,1,11,"SQL, JavaScript, React, Machine Learning, MySQL, Django, Data Science, Linux, TensorFlow, NLP, NumPy",2026-02-18,indeed.com.pk,0,6fbb672437787cc945b78c9d1828db8d,2026-02-18 19:00:00
996,Senior Software Architect,DCode Tech,Islamabad,Information Technology,Remote,507653.0,538127.0,522890.0,Senior,10,11,1,11,"Python, React, AWS, Node.js, Django, PHP, Deep Learning, TensorFlow, Pandas, Kotlin, Tableau",2026-03-13,indeed.com.pk,0,37356086b9ebcac3c475af68f62f5936,2026-03-14 21:00:00
997,Mid Penetration Tester,NETSOL ERP,Islamabad,Cybersecurity,Full-time,182392.0,207593.0,194992.5,Mid,2,4,2,4,"Machine Learning, AWS, Data Science, Flutter",2026-03-02,indeed.com.pk,0,fbe3c07d13f96368e9854e1f9bf9f01e,2026-03-02 19:00:00
998,Senior Cloud Engineer,PureVPN Tech,Islamabad,Information Technology,Full-time,317015.0,356516.0,336765.5,Senior,2,5,3,8,"Python, AWS, Git, Django, TensorFlow, NLP, GCP, Power BI",2026-03-22,indeed.com.pk,0,28b2faa51833226bbc6f201c5a06c8c6,2026-03-23 22:00:00
999,Senior IT Project Manager,Retailo Technologies,Peshawar,Information Technology,Remote,,,,,7,8,1,8,"Python, SQL, React, AWS, Node.js, Linux, Tableau, R",2026-03-28,indeed.com.pk,0,78b9dbab1f4761697a00b6ffa4436aa9,2026-03-28 23:00:00
1000,Junior Machine Learning Engineer,Retailo Technologies,Lahore,AI & Data Science,Contract,,,,,4,8,4,8,"Python, SQL, Machine Learning, Django, Data Science, Deep Learning, TensorFlow, Pandas",2026-03-05,rozee.pk,0,4e3255d90e73e027a88f2a30757f6aa6,2026-03-06 06:00:00
1001,Mid AI Engineer,Foodpanda Tech,Lahore,AI & Data Science,Full-time,288674.0,302427.0,295550.5,Senior,7,11,4,7,"Python, Machine Learning, AWS, Docker, Data Science, Deep Learning, Excel",2026-02-12,rozee.pk,0,90b6b6d4fecf46dc81b5fd76b9b112ff,2026-02-13 17:00:00
1002,Senior Software Architect,Habib Metro,Islamabad,Information Technology,Full-time,389854.0,418014.0,403934.0,Senior,12,15,3,5,"SQL, Git, TypeScript, NumPy, Selenium",2026-02-18,rozee.pk,0,bd76d40033a7208184492342bed97abc,2026-02-18 11:00:00
1003,Junior AI Engineer,Jazz Digital,Remote,AI & Data Science,Remote,185198.0,221886.0,203542.0,Senior,5,8,3,11,"Python, SQL, Machine Learning, Data Science, Deep Learning, TensorFlow, CI/CD, NLP, Tableau, Scikit-learn, BERT",2026-02-10,indeed.com.pk,0,af917914e2ed1af0bb0e8ae21e2da03d,2026-02-11 14:00:00
1004,Mid Frontend Developer,NetSol Technologies,Karachi,Information Technology,Full-time,,,,,3,4,1,7,"Python, JavaScript, Node.js, Docker, Git, Linux, Kotlin",2026-01-04,indeed.com.pk,0,b56e640d8be61a3a3102b16d170489fa,2026-01-04 02:00:00
1005,Senior Cloud Engineer,Creative Chaos,Karachi,Information Technology,Remote,277713.0,292045.0,284879.0,Senior,6,9,3,4,"Django, Data Science, REST API, MongoDB",2026-02-12,rozee.pk,0,867383433dd153af4850c2490ac6c5b2,2026-02-12 21:00:00
1006,Mid Database Administrator,Devsinc,Islamabad,Information Technology,Remote,175871.0,198319.0,187095.0,Mid,5,6,1,8,"Python, JavaScript, Machine Learning, AWS, TypeScript, MongoDB, CI/CD, GraphQL",2026-02-20,rozee.pk,0,b66526179b554ef7e28ecd98d5f3fa5a,2026-02-21 02:00:00
1007,Junior Database Administrator,10Pearls,Karachi,Information Technology,Full-time,116945.0,140415.0,128680.0,Mid,6,7,1,8,"Python, SQL, JavaScript, AWS, Node.js, Django, Data Science, GraphQL",2026-03-22,rozee.pk,0,bcb25346b4a1a0ee1ad751360baa995b,2026-03-23 19:00:00
1008,Junior Cloud Engineer,NETSOL ERP,Karachi,Information Technology,Remote,118901.0,137605.0,128253.0,Mid,2,5,3,8,"JavaScript, Git, MySQL, TypeScript, CI/CD, DevOps, Generative AI, Computer Vision",2026-02-18,rozee.pk,0,17fea54389841ea9466a3e1aff9bcbef,2026-02-19 10:00:00
1009,Senior Software Architect,Xavor Corporation,Islamabad,Information Technology,Remote,497387.0,514500.0,505943.5,Senior,6,9,3,5,"Python, SQL, Docker, FastAPI, Kotlin",2026-03-01,rozee.pk,0,d0ec91f64db53ab96e87509c6546b2ee,2026-03-02 19:00:00
1010,Junior IT Support Engineer,Softech Worldwide,Lahore,Information Technology,Full-time,8000.0,18000.0,13000.0,Entry,1,3,2,4,"Python, JavaScript, TensorFlow, NLP",2026-03-20,rozee.pk,1,186ad47894f78d808dcfff48b2425273,2026-03-20 13:00:00
1011,Senior DevOps Engineer,HBL Systems,Islamabad,Information Technology,Full-time,263954.0,299730.0,281842.0,Senior,3,7,4,7,"Python, SQL, AWS, Docker, PostgreSQL, Linux, Deep Learning",2026-03-19,rozee.pk,0,184b6a978280c77e3b3170def453777d,2026-03-20 23:00:00
1012,Senior Systems Analyst,Airlift Technologies,Karachi,Information Technology,Full-time,202719.0,240613.0,221666.0,Senior,4,5,1,3,"Machine Learning, AWS, Scikit-learn",2026-03-29,rozee.pk,0,c0d71226019e2737afac0125830786ee,2026-03-30 19:00:00
1013,Mid Network Engineer,Hazen Technologies,Rawalpindi,Telecommunications,Full-time,106266.0,118864.0,112565.0,Junior,3,7,4,7,"Python, JavaScript, AWS, Data Science, Deep Learning, Scikit-learn, Excel",2026-02-25,rozee.pk,0,48b70a285cf10dfe98c70c6287af00cd,2026-02-26 21:00:00
1014,Senior Frontend Developer,Afiniti,Lahore,Information Technology,Full-time,149000.0,186611.0,167805.5,Mid,4,5,1,10,"AWS, Node.js, Deep Learning, FastAPI, DevOps, Pandas, Kotlin, Tableau, Power BI, XGBoost",2026-03-27,rozee.pk,0,1dfe3a119e533d523947cb2ff6ae48e7,2026-03-27 05:00:00
1015,Mid Cybersecurity Analyst,Folio3 Software,Rawalpindi,Cybersecurity,Full-time,167260.0,184378.0,175819.0,Mid,4,6,2,7,"SQL, AWS, Git, MySQL, Django, MongoDB, Selenium",2026-03-03,rozee.pk,0,17e3805128ad21c2af52a66ad83449af,2026-03-04 05:00:00
1016,Senior Network Engineer,Foodpanda Tech,Peshawar,Telecommunications,Full-time,,,,,2,6,4,8,"Python, React, Node.js, TypeScript, PostgreSQL, GCP, Spark, Terraform",2026-02-15,rozee.pk,0,af760a1cbb2bd01045ec85c0c4cbb2cb,2026-02-15 20:00:00
1017,Mid Cloud Engineer,PTCL,Islamabad,Information Technology,Full-time,,,,,5,7,2,8,"Machine Learning, AWS, Django, Data Science, PHP, Kubernetes, Selenium, Spark",2026-03-27,indeed.com.pk,0,70788b6f14ba3202909f8e6958d8eea4,2026-03-27 17:00:00
1018,Junior AI Engineer,Avanza Solutions,Lahore,AI & Data Science,Remote,159795.0,173454.0,166624.5,Mid,8,10,2,7,"Python, MySQL, Data Science, REST API, Deep Learning, Kubernetes, Vue",2026-01-19,rozee.pk,0,a60a627b5d054db0d8622d1e6a4bc969,2026-01-20 14:00:00
1019,Junior Network Engineer,Folio3 Software,Karachi,Telecommunications,Full-time,107670.0,137105.0,122387.5,Mid,2,3,1,3,"Data Science, GCP, Spark",2026-03-28,indeed.com.pk,0,012b3a1c20a5ded012c4dbff4bfc8874,2026-03-28 12:00:00
1020,Mid BI Analyst,Telenor Pakistan,Lahore,Banking & Finance,Remote,108180.0,143004.0,125592.0,Mid,5,8,3,8,"SQL, Machine Learning, Docker, Data Science, CI/CD, Pandas, NumPy, Power BI",2026-02-20,rozee.pk,0,6eb6fcd0fffd285d320053960737eb49,2026-02-20 07:00:00
1021,Junior Python Developer,Telenor Pakistan,Lahore,Information Technology,Remote,,,,,1,4,3,9,"Python, JavaScript, Node.js, MySQL, PHP, Linux, CI/CD, Flutter, Selenium",2026-03-02,rozee.pk,0,23c791798e70177518a167dbf730bd09,2026-03-02 05:00:00
1022,Senior Python Developer,Devsinc,Karachi,Information Technology,Full-time,,,,,2,5,3,8,"Python, SQL, JavaScript, Machine Learning, TensorFlow, Pandas, PyTorch, R",2026-01-23,indeed.com.pk,0,44cd2c93cbd4da137798fb26e0146670,2026-01-23 03:00:00
1023,Junior DevOps Engineer,PTCL,Karachi,Information Technology,Contract,,,,,6,10,4,7,"SQL, Machine Learning, AWS, Docker, TypeScript, CI/CD, DevOps",2026-03-30,indeed.com.pk,0,bf0b9ab2d52b672430c4d135144ef7ee,2026-03-31 20:00:00
1024,Junior Frontend Developer,Plurilock,Lahore,Information Technology,Full-time,69157.0,105684.0,87420.5,Junior,4,5,1,8,"Python, SQL, JavaScript, Git, NLP, Pandas, PyTorch, Generative AI",2026-01-21,rozee.pk,0,65f65b616aa78f7cdcc6657ceb3d3a4f,2026-01-21 17:00:00
1025,Mid Software Engineer,NetSol Technologies,Islamabad,Information Technology,Full-time,,,,,3,6,3,8,"JavaScript, Machine Learning, Django, PHP, Deep Learning, CI/CD, Flutter, Computer Vision",2026-03-18,rozee.pk,0,d3aeb15cb82ee8c6504ca9fa84e84ecb,2026-03-18 07:00:00
1026,Junior Cloud Engineer,Noogata,Karachi,Information Technology,Contract,144767.0,177221.0,160994.0,Mid,7,11,4,2,"Python, JavaScript",2026-02-26,rozee.pk,0,c9a42808da127da9160defba7cca4d77,2026-02-27 03:00:00
1027,Senior Data Scientist,Foodpanda Tech,Islamabad,AI & Data Science,Full-time,251188.0,272466.0,261827.0,Senior,2,6,4,9,"Python, Machine Learning, Git, PHP, CI/CD, FastAPI, Azure, Excel, GraphQL",2026-03-20,indeed.com.pk,0,0010dd3ef541abf09cb2a2d892f5ad9c,2026-03-20 17:00:00
1028,Mid Quality Assurance Engineer,PTCL,Karachi,Information Technology,Part-time,123965.0,149505.0,136735.0,Mid,3,7,4,6,"Python, SQL, JavaScript, Docker, Data Science, R",2026-01-21,indeed.com.pk,0,6fc8ecadcf7e8ba5921f7a4023e062fd,2026-01-21 09:00:00
1029,Senior Machine Learning Engineer,DCode Tech,Lahore,AI & Data Science,Contract,292647.0,321739.0,307193.0,Senior,2,4,2,10,"Python, SQL, Machine Learning, Django, Data Science, REST API, PostgreSQL, Deep Learning, TensorFlow, Pandas",2026-03-22,rozee.pk,0,4c31e965319d87d86c7cc3f53a7be1df,2026-03-22 06:00:00
1030,Senior AI Engineer,Habib Metro,Karachi,AI & Data Science,Remote,323262.0,352351.0,337806.5,Senior,4,6,2,6,"Python, SQL, Machine Learning, REST API, PHP, Deep Learning",2026-01-22,rozee.pk,0,28a0dc0a5e8d11c3af22ccacb6379c39,2026-01-23 10:00:00
1031,Junior Software Engineer,NetSol Technologies,Islamabad,Information Technology,Full-time,99087.0,133700.0,116393.5,Junior,5,6,1,9,"Python, Machine Learning, Node.js, Django, REST API, PHP, Linux, Vue, NumPy",2026-03-10,rozee.pk,0,7787fa366a6375d20b0519b22de3f0f6,2026-03-10 16:00:00
1032,Senior Network Engineer,ScientiaMobile,Lahore,Telecommunications,Contract,192445.0,204258.0,198351.5,Mid,4,5,1,7,"Python, AWS, Node.js, Docker, MySQL, PHP, R",2026-03-21,rozee.pk,0,a111cb62c4a324b9ce065dd62c8af78b,2026-03-22 09:00:00
1033,Junior Data Engineer,Infolinks,Islamabad,AI & Data Science,Full-time,,,,,4,6,2,9,"Python, Machine Learning, Node.js, MySQL, Data Science, PHP, PostgreSQL, Deep Learning, NLP",2026-03-14,indeed.com.pk,0,d0f37a9bcfe794e9f8e18814174256b8,2026-03-14 05:00:00
1034,Mid Machine Learning Engineer,Haier Pakistan,Karachi,AI & Data Science,Full-time,194352.0,216844.0,205598.0,Senior,4,7,3,9,"Python, Machine Learning, AWS, Docker, MySQL, TensorFlow, Pandas, Selenium, Scikit-learn",2026-01-25,indeed.com.pk,0,665e63bd16935b8884a699f619d576dd,2026-01-25 15:00:00
1035,Mid Software Engineer,Meezan Bank IT,Lahore,Information Technology,Full-time,,,,,6,10,4,3,"Data Science, TypeScript, Scikit-learn",2026-02-15,rozee.pk,0,b11618115d7f8c1a81d8a60bdd0688da,2026-02-15 22:00:00
1036,Senior Data Scientist,UBL Payments,Karachi,AI & Data Science,Remote,245482.0,275308.0,260395.0,Senior,5,8,3,9,"Python, Machine Learning, AWS, Docker, Git, Django, Data Science, Deep Learning, TensorFlow",2026-01-26,indeed.com.pk,0,92d4329f5ff6a621427f90cb079a5b80,2026-01-26 14:00:00
1037,Junior IT Support Engineer,Afiniti,Lahore,Information Technology,Remote,55650.0,77508.0,66579.0,Junior,0,1,1,7,"Python, JavaScript, Django, Data Science, TensorFlow, Kubernetes, LLM",2026-03-13,indeed.com.pk,0,b078633a51c184c0b6411a288766ead3,2026-03-13 17:00:00
1038,Junior Network Engineer,Noogata,Lahore,Telecommunications,Contract,,,,,4,6,2,7,"Docker, Git, Data Science, MongoDB, Kubernetes, NLP, R",2026-03-01,indeed.com.pk,0,791201bdde72e068c1cbd46d1294f2ce,2026-03-01 01:00:00
1039,Mid Mobile App Developer,NETSOL ERP,Rawalpindi,Information Technology,Remote,121734.0,155588.0,138661.0,Mid,4,5,1,5,"Python, React, Machine Learning, Node.js, Linux",2026-02-24,indeed.com.pk,0,b725f13b382cb24c9d8a2218f282a7b6,2026-02-25 17:00:00
1040,Junior Python Developer,Folio3 Software,Karachi,Information Technology,Full-time,5000.0,15000.0,10000.0,Entry,3,7,4,6,"Python, JavaScript, Django, Data Science, Kubernetes, GCP",2026-02-04,indeed.com.pk,1,b9f7f9661507f64122fd90ba05baff13,2026-02-05 17:00:00
1041,Junior Data Scientist,Telenor Pakistan,Faisalabad,AI & Data Science,Remote,100892.0,112934.0,106913.0,Junior,3,6,3,11,"Python, SQL, JavaScript, Docker, Git, Data Science, CI/CD, DevOps, Pandas, Tableau, Blockchain",2026-02-27,indeed.com.pk,0,632bdc68bb416046a9bcd350e0de2fdf,2026-02-27 22:00:00
1042,Senior Software Architect,Plurilock,Karachi,Information Technology,Remote,443882.0,460244.0,452063.0,Senior,7,9,2,7,"Docker, Git, Django, TypeScript, FastAPI, DevOps, NumPy",2026-03-26,rozee.pk,0,4acfe9b8598fe939c8c9d1f55f16aeb0,2026-03-26 22:00:00
1043,Mid Frontend Developer,Retailo Technologies,Peshawar,Information Technology,Full-time,126232.0,153315.0,139773.5,Mid,3,4,1,5,"JavaScript, Machine Learning, Node.js, MySQL, TensorFlow",2026-02-27,indeed.com.pk,0,d97516761e066b05e729605be85b8864,2026-02-28 19:00:00
1044,Senior Penetration Tester,Arbisoft,Remote,Cybersecurity,Full-time,296763.0,311852.0,304307.5,Senior,5,6,1,7,"SQL, JavaScript, Node.js, TypeScript, PHP, Linux, Azure",2026-03-10,rozee.pk,0,b68f7d8dbd7e6bc6b1554b350d93ef02,2026-03-11 19:00:00
1045,Mid Cybersecurity Analyst,Creative Chaos,Lahore,Cybersecurity,Full-time,,,,,3,7,4,12,"Python, JavaScript, React, AWS, Git, MySQL, Data Science, PHP, PostgreSQL, Linux, Deep Learning, MongoDB",2026-02-16,rozee.pk,0,854faa86e21cb076c3e787119b429e86,2026-02-17 16:00:00
1046,Junior Backend Developer,PTCL,Remote,Information Technology,Full-time,75189.0,97066.0,86127.5,Junior,2,3,1,4,"Python, MongoDB, Blockchain, R",2026-03-15,rozee.pk,0,da0ec35977da9e09b054bbf8972e08ad,2026-03-16 08:00:00
1047,Mid Python Developer,Jazz Digital,Islamabad,Information Technology,Full-time,,,,,2,4,2,8,"Python, SQL, Machine Learning, Data Science, Linux, MongoDB, DevOps, Selenium",2026-03-22,rozee.pk,0,d85b841e094a00cadbd10f22234ec6e7,2026-03-23 10:00:00
1048,Mid Machine Learning Engineer,Creative Chaos,Islamabad,AI & Data Science,Contract,,,,,6,9,3,12,"Python, SQL, JavaScript, React, Machine Learning, Node.js, Data Science, TypeScript, PostgreSQL, Deep Learning, MongoDB, NLP",2026-03-21,rozee.pk,0,78b88abaec67083d3c3e8a9535324773,2026-03-22 08:00:00
1049,Mid React Developer,Jazz Digital,Rawalpindi,Information Technology,Remote,,,,,3,5,2,11,"Python, SQL, JavaScript, React, Node.js, MySQL, PostgreSQL, Linux, TensorFlow, Vue, R",2026-03-12,rozee.pk,0,fa4e64fbad2447b2efd43b235aefd685,2026-03-13 20:00:00
1050,Mid Blockchain Developer,Confiz,Karachi,Information Technology,Remote,154445.0,187213.0,170829.0,Mid,4,5,1,6,"SQL, Node.js, Git, MySQL, MongoDB, Pandas",2026-03-13,rozee.pk,0,1aebb72dbb9fbdf1d1c924a9642c290d,2026-03-14 13:00:00
1051,Junior Blockchain Developer,VentureDive,Karachi,Information Technology,Full-time,146271.0,183787.0,165029.0,Mid,6,8,2,11,"Python, SQL, JavaScript, Machine Learning, MySQL, PHP, Deep Learning, MongoDB, Flutter, NumPy, Generative AI",2026-03-03,rozee.pk,0,141d66a97f2eb95477547f6a0d47e9a2,2026-03-04 15:00:00
1052,Mid DevOps Engineer,Folio3 Software,Islamabad,Information Technology,Remote,218736.0,248660.0,233698.0,Senior,5,7,2,9,"Python, React, Machine Learning, Node.js, Data Science, PHP, Linux, Kubernetes, DevOps",2026-03-05,indeed.com.pk,0,292f9eb9b7be1916a612a3ff8fe524b2,2026-03-06 03:00:00
1053,Junior Network Engineer,Infolinks,Lahore,Telecommunications,Full-time,,,,,2,5,3,8,"SQL, AWS, Node.js, Django, PostgreSQL, CI/CD, Flutter, GCP",2026-03-03,rozee.pk,0,6ec1b11d4a77ae041b0bc829c7b268a6,2026-03-04 06:00:00
1054,Senior Quality Assurance Engineer,TRG Pakistan,Multan,Information Technology,Full-time,,,,,2,3,1,4,"Python, SQL, Linux, Vue",2026-03-05,rozee.pk,0,4b05238ff17b6853756e7d464bfb5dda,2026-03-06 05:00:00
1055,Mid Network Engineer,Plurilock,Lahore,Telecommunications,Full-time,111937.0,122503.0,117220.0,Junior,2,4,2,5,"Python, SQL, AWS, CI/CD, Keras",2026-03-29,rozee.pk,0,dc47f0c4a982e14fe40958caa6c00ffe,2026-03-30 13:00:00
1056,Senior Game Developer,Contour Software,Islamabad,Game Development,Internship,1200000.0,1300000.0,1250000.0,Senior,4,6,2,4,"React, Docker, MySQL, NumPy",2026-03-03,rozee.pk,1,ab4cac84f2752cd6ebc7f035db217923,2026-03-03 05:00:00
1057,Mid Python Developer,Airlift Technologies,Islamabad,Information Technology,Contract,162423.0,193446.0,177934.5,Mid,1,3,2,8,"Python, AWS, MySQL, Django, Selenium, Excel, Spark, Blockchain",2026-03-11,indeed.com.pk,0,01eeb6aa73a77842600964983ac7c149,2026-03-12 18:00:00
1058,Junior Mobile App Developer,Habib Metro,Karachi,Information Technology,Full-time,,,,,5,9,4,6,"SQL, JavaScript, Git, REST API, Deep Learning, LLM",2026-01-28,rozee.pk,0,af8176e2b10724e6550b2d642a90aa00,2026-01-29 21:00:00
1059,Senior Data Scientist,Airlift Technologies,Lahore,AI & Data Science,Remote,,,,,5,8,3,12,"Python, React, Machine Learning, Docker, Django, TypeScript, REST API, PHP, Linux, FastAPI, NLP, DevOps",2026-03-18,rozee.pk,0,179ae6bec8d631f42628942396d57946,2026-03-19 16:00:00
1060,Senior Software Engineer,Confiz,Lahore,Information Technology,Full-time,,,,,2,3,1,7,"Python, SQL, JavaScript, MySQL, REST API, Flutter, Selenium",2026-03-25,indeed.com.pk,0,2dedfdeeb492f07252899172289cc012,2026-03-26 04:00:00
1061,Junior Network Engineer,Devsinc,Lahore,Telecommunications,Full-time,65804.0,86592.0,76198.0,Junior,4,8,4,5,"JavaScript, Docker, PHP, Tableau, Generative AI",2026-03-23,rozee.pk,0,18b7af30d8f9855029aeaee8703d3112,2026-03-24 00:00:00
1062,Mid Game Developer,Sigmoid Analytics,Karachi,Game Development,Internship,,,,,3,7,4,8,"Python, TypeScript, PostgreSQL, Kubernetes, Azure, Kotlin, Power BI, R",2026-03-13,rozee.pk,0,62003e430a5a4f78cbdde6ac539e4ca3,2026-03-14 16:00:00
1063,Senior IT Project Manager,DCode Tech,Lahore,Information Technology,Remote,,,,,11,15,4,7,"JavaScript, AWS, Node.js, Docker, REST API, MongoDB, Azure",2026-03-09,indeed.com.pk,0,4ce48530924110bdf90ea21065155374,2026-03-09 23:00:00
1064,Mid Python Developer,NetSol Technologies,Remote,Information Technology,Full-time,191862.0,203860.0,197861.0,Mid,3,6,3,10,"Python, JavaScript, Node.js, Docker, REST API, PostgreSQL, TensorFlow, Azure, LLM, Computer Vision",2026-03-15,indeed.com.pk,0,de3d7fc0a4591f874f766e3a8ea3432e,2026-03-16 11:00:00
1065,Mid Network Engineer,PTCL,Lahore,Telecommunications,Full-time,,,,,2,6,4,8,"SQL, JavaScript, Docker, Data Science, TypeScript, MongoDB, FastAPI, Excel",2026-02-23,rozee.pk,0,6ebd0b4d6053800575ff9cbe7441a95c,2026-02-23 11:00:00
1066,Senior Data Engineer,Arbisoft,Islamabad,AI & Data Science,Contract,281148.0,320550.0,300849.0,Senior,4,5,1,6,"Python, Git, MySQL, TensorFlow, Kubernetes, Spark",2026-01-31,rozee.pk,0,f389c0a8d8ad3bb41d740f133dde272f,2026-02-01 18:00:00
1067,Junior Cybersecurity Analyst,Bykea Tech,Lahore,Cybersecurity,Full-time,92900.0,110807.0,101853.5,Junior,4,7,3,6,"Python, SQL, JavaScript, Machine Learning, AWS, REST API",2026-02-28,rozee.pk,0,7a4718bed4859f193c12d033d0c4bb3d,2026-03-01 13:00:00
1068,Junior Frontend Developer,Contour Software,Rawalpindi,Information Technology,Full-time,74119.0,91278.0,82698.5,Junior,5,7,2,6,"Python, SQL, Machine Learning, REST API, PHP, CI/CD",2026-03-26,rozee.pk,0,97619a41e90b41a60e059dfb298c6983,2026-03-26 14:00:00
1069,Mid Full Stack Developer,Plurilock,Karachi,Information Technology,Full-time,177031.0,215500.0,196265.5,Mid,6,7,1,8,"JavaScript, React, AWS, Git, TypeScript, REST API, PHP, PostgreSQL",2026-03-10,rozee.pk,0,5f4da247934fdec899c1083c178ad9e9,2026-03-10 03:00:00
1070,Mid Backend Developer,Emumba,Karachi,Information Technology,Full-time,184452.0,216876.0,200664.0,Senior,6,9,3,11,"Python, SQL, JavaScript, AWS, Node.js, PHP, PostgreSQL, Linux, Kubernetes, Kotlin, Generative AI",2026-02-03,indeed.com.pk,0,cedf8e699081d98b9a452557a1587544,2026-02-04 22:00:00
1071,Senior DevOps Engineer,CarFirst,Remote,Information Technology,Full-time,,,,,4,6,2,6,"Python, JavaScript, Docker, TypeScript, PostgreSQL, DevOps",2026-02-12,indeed.com.pk,0,cfd4fa1fe9e3acacf5e0ba2ad0dde9b0,2026-02-13 09:00:00
1072,Junior Network Engineer,i2c Inc,Islamabad,Telecommunications,Full-time,800000.0,900000.0,850000.0,Senior,4,5,1,4,"Python, SQL, React, PostgreSQL",2026-03-22,rozee.pk,1,2c8202a7fb5cfe3659041233c6b92bcf,2026-03-22 09:00:00
